filename|arousal|valence
01165.flac|Init|Init
01166.flac|Init|Init
01167.flac|Init|Init
01168.flac|Init|Init
01169.flac|Init|Init
01170.flac|Init|Init
01171.flac|Init|Init
01172.flac|Init|Init
01173.flac|Init|Init
01174.flac|Init|Init
01175.flac|Init|Init
01176.flac|Init|Init
01177.flac|Init|Init
01178.flac|Init|Init
01179.flac|Init|Init
01180.flac|Init|Init
01181.flac|Init|Init
01182.flac|Init|Init
01183.flac|Init|Init
01184.flac|Init|Init
01185.flac|Init|Init
01186.flac|Init|Init
01187.flac|Init|Init
01188.flac|Init|Init
01189.flac|Init|Init
01190.flac|Init|Init
01191.flac|Init|Init
01192.flac|Init|Init
01193.flac|Init|Init
01194.flac|Init|Init
01195.flac|Init|Init
01196.flac|Init|Init
01197.flac|Init|Init
01198.flac|Init|Init
01199.flac|Init|Init
01200.flac|Init|Init
01201.flac|Init|Init
01202.flac|Init|Init
01203.flac|Init|Init
01204.flac|Init|Init
01205.flac|Init|Init
01206.flac|Init|Init
01207.flac|Init|Init
01208.flac|Init|Init
01209.flac|Init|Init
01210.flac|Init|Init
01211.flac|Init|Init
01212.flac|Init|Init
01213.flac|Init|Init
01214.flac|Init|Init
01215.flac|Init|Init
01216.flac|Init|Init
01217.flac|Init|Init
01218.flac|Init|Init
01219.flac|Init|Init
01220.flac|Init|Init
01221.flac|Init|Init
01222.flac|Init|Init
01223.flac|Init|Init
01224.flac|Init|Init
01225.flac|Init|Init
01226.flac|Init|Init
01227.flac|Init|Init
01228.flac|Init|Init
01229.flac|Init|Init
01230.flac|Init|Init
01231.flac|Init|Init
01232.flac|Init|Init
01233.flac|Init|Init
01234.flac|Init|Init
01235.flac|Init|Init
01236.flac|Init|Init
01237.flac|Init|Init
01238.flac|Init|Init
01239.flac|Init|Init
01240.flac|Init|Init
01241.flac|Init|Init
01242.flac|Init|Init
01243.flac|Init|Init
01244.flac|Init|Init
01245.flac|Init|Init
01246.flac|Init|Init
01247.flac|Init|Init
01248.flac|Init|Init
01249.flac|Init|Init
01250.flac|Init|Init
01251.flac|Init|Init
01252.flac|Init|Init
01253.flac|Init|Init
01254.flac|Init|Init
01255.flac|Init|Init
01256.flac|Init|Init
01257.flac|Init|Init
01258.flac|Init|Init
01259.flac|Init|Init
01260.flac|Init|Init
01261.flac|Init|Init
01262.flac|Init|Init
01263.flac|Init|Init
01264.flac|Init|Init
01265.flac|Init|Init
01266.flac|Init|Init
01267.flac|Init|Init
01268.flac|Init|Init
01269.flac|Init|Init
01270.flac|Init|Init
01271.flac|Init|Init
01272.flac|Init|Init
01273.flac|Init|Init
01274.flac|Init|Init
01275.flac|Init|Init
01276.flac|Init|Init
01277.flac|Init|Init
01278.flac|Init|Init
01279.flac|Init|Init
01280.flac|Init|Init
01281.flac|Init|Init
01282.flac|Init|Init
01283.flac|Init|Init
01284.flac|Init|Init
01285.flac|Init|Init
01286.flac|Init|Init
01287.flac|Init|Init
01288.flac|Init|Init
01289.flac|Init|Init
01290.flac|Init|Init
01291.flac|Init|Init
01292.flac|Init|Init
01293.flac|Init|Init
01294.flac|Init|Init
01295.flac|Init|Init
01296.flac|Init|Init
01297.flac|Init|Init
01298.flac|Init|Init
01299.flac|Init|Init
01300.flac|Init|Init
01301.flac|Init|Init
01302.flac|Init|Init
01303.flac|Init|Init
01304.flac|Init|Init
01305.flac|Init|Init
01306.flac|Init|Init
01307.flac|Init|Init
01308.flac|Init|Init
01309.flac|Init|Init
01310.flac|Init|Init
01311.flac|Init|Init
01312.flac|Init|Init
01313.flac|Init|Init
01314.flac|Init|Init
01315.flac|Init|Init
01316.flac|Init|Init
01317.flac|Init|Init
01318.flac|Init|Init
01319.flac|Init|Init
01320.flac|Init|Init
01321.flac|Init|Init
01322.flac|Init|Init
01323.flac|Init|Init
01324.flac|Init|Init
01325.flac|Init|Init
01326.flac|Init|Init
01327.flac|Init|Init
01328.flac|Init|Init
01329.flac|Init|Init
01330.flac|Init|Init
01331.flac|Init|Init
01332.flac|Init|Init
01333.flac|Init|Init
01334.flac|Init|Init
01335.flac|Init|Init
01336.flac|Init|Init
01337.flac|Init|Init
01338.flac|Init|Init
01339.flac|Init|Init
01340.flac|Init|Init
01341.flac|Init|Init
01342.flac|Init|Init
01343.flac|Init|Init
01344.flac|Init|Init
01345.flac|Init|Init
01346.flac|Init|Init
01347.flac|Init|Init
01348.flac|Init|Init
01349.flac|Init|Init
01350.flac|Init|Init
01351.flac|Init|Init
01352.flac|Init|Init
01353.flac|Init|Init
01354.flac|Init|Init
01355.flac|Init|Init
01356.flac|Init|Init
01357.flac|Init|Init
01358.flac|Init|Init
01359.flac|Init|Init
01360.flac|Init|Init
01361.flac|Init|Init
01362.flac|Init|Init
01363.flac|Init|Init
01364.flac|Init|Init
01365.flac|Init|Init
01366.flac|Init|Init
01367.flac|Init|Init
01368.flac|Init|Init
01369.flac|Init|Init
01370.flac|Init|Init
01371.flac|Init|Init
01372.flac|Init|Init
01373.flac|Init|Init
01374.flac|Init|Init
01375.flac|Init|Init
01376.flac|Init|Init
01377.flac|Init|Init
01378.flac|Init|Init
01379.flac|Init|Init
01380.flac|Init|Init
01381.flac|Init|Init
01382.flac|Init|Init
01383.flac|Init|Init
01384.flac|Init|Init
01385.flac|Init|Init
01386.flac|Init|Init
01387.flac|Init|Init
01388.flac|Init|Init
01389.flac|Init|Init
01390.flac|Init|Init
01391.flac|Init|Init
01392.flac|Init|Init
01393.flac|Init|Init
01394.flac|Init|Init
01395.flac|Init|Init
01396.flac|Init|Init
01397.flac|Init|Init
01398.flac|Init|Init
01399.flac|Init|Init
01400.flac|Init|Init
01401.flac|Init|Init
01402.flac|Init|Init
01403.flac|Init|Init
01404.flac|Init|Init
01405.flac|Init|Init
01406.flac|Init|Init
01407.flac|Init|Init
01408.flac|Init|Init
01409.flac|Init|Init
01410.flac|Init|Init
01411.flac|Init|Init
01412.flac|Init|Init
01413.flac|Init|Init
01414.flac|Init|Init
01415.flac|Init|Init
01416.flac|Init|Init
01417.flac|Init|Init
01418.flac|Init|Init
01419.flac|Init|Init
01420.flac|Init|Init
01421.flac|Init|Init
01422.flac|Init|Init
01423.flac|Init|Init
01424.flac|Init|Init
01425.flac|Init|Init
01426.flac|Init|Init
01427.flac|Init|Init
01428.flac|Init|Init
01429.flac|Init|Init
01430.flac|Init|Init
01431.flac|Init|Init
01432.flac|Init|Init
01433.flac|Init|Init
01434.flac|Init|Init
01435.flac|Init|Init
01436.flac|Init|Init
01437.flac|Init|Init
01438.flac|Init|Init
01439.flac|Init|Init
01440.flac|Init|Init
01441.flac|Init|Init
01442.flac|Init|Init
01443.flac|Init|Init
01444.flac|Init|Init
01445.flac|Init|Init
01446.flac|Init|Init
01447.flac|Init|Init
01448.flac|Init|Init
01449.flac|Init|Init
01450.flac|Init|Init
01451.flac|Init|Init
01452.flac|Init|Init
01453.flac|Init|Init
01454.flac|Init|Init
01455.flac|Init|Init
01456.flac|Init|Init
01457.flac|Init|Init
01458.flac|Init|Init
01459.flac|Init|Init
01460.flac|Init|Init
01461.flac|Init|Init
01462.flac|Init|Init
01463.flac|Init|Init
01464.flac|Init|Init
01465.flac|Init|Init
01466.flac|Init|Init
01467.flac|Init|Init
01468.flac|Init|Init
01469.flac|Init|Init
01470.flac|Init|Init
01471.flac|Init|Init
01472.flac|Init|Init
01473.flac|Init|Init
01474.flac|Init|Init
01475.flac|Init|Init
01476.flac|Init|Init
01477.flac|Init|Init
01478.flac|Init|Init
01479.flac|Init|Init
01480.flac|Init|Init
01481.flac|Init|Init
01482.flac|Init|Init
01483.flac|Init|Init
01484.flac|Init|Init
01485.flac|Init|Init
01486.flac|Init|Init
01487.flac|Init|Init
01488.flac|Init|Init
01489.flac|Init|Init
01490.flac|Init|Init
01491.flac|Init|Init
01492.flac|Init|Init
01493.flac|Init|Init
01494.flac|Init|Init
01495.flac|Init|Init
01496.flac|Init|Init
01497.flac|Init|Init
01498.flac|Init|Init
01499.flac|Init|Init
01500.flac|Init|Init
01501.flac|Init|Init
01502.flac|Init|Init
01503.flac|Init|Init
01504.flac|Init|Init
01505.flac|Init|Init
01506.flac|Init|Init
01507.flac|Init|Init
01508.flac|Init|Init
01509.flac|Init|Init
01510.flac|Init|Init
01511.flac|Init|Init
01512.flac|Init|Init
01513.flac|Init|Init
01514.flac|Init|Init
01515.flac|Init|Init
01516.flac|Init|Init
01517.flac|Init|Init
01518.flac|Init|Init
01519.flac|Init|Init
01520.flac|Init|Init
01521.flac|Init|Init
01522.flac|Init|Init
01523.flac|Init|Init
01524.flac|Init|Init
01525.flac|Init|Init
01526.flac|Init|Init
01527.flac|Init|Init
01528.flac|Init|Init
01529.flac|Init|Init
01530.flac|Init|Init
01531.flac|Init|Init
01532.flac|Init|Init
01533.flac|Init|Init
01534.flac|Init|Init
01535.flac|Init|Init
01536.flac|Init|Init
01537.flac|Init|Init
01538.flac|Init|Init
01539.flac|Init|Init
01540.flac|Init|Init
01541.flac|Init|Init
01542.flac|Init|Init
01543.flac|Init|Init
01544.flac|Init|Init
01545.flac|Init|Init
01546.flac|Init|Init
01547.flac|Init|Init
01548.flac|Init|Init
01549.flac|Init|Init
01550.flac|Init|Init
01551.flac|Init|Init
01552.flac|Init|Init
01553.flac|Init|Init
01554.flac|Init|Init
01555.flac|Init|Init
01556.flac|Init|Init
01557.flac|Init|Init
01558.flac|Init|Init
01559.flac|Init|Init
01560.flac|Init|Init
01561.flac|Init|Init
01562.flac|Init|Init
01563.flac|Init|Init
01564.flac|Init|Init
01565.flac|Init|Init
01566.flac|Init|Init
01567.flac|Init|Init
01568.flac|Init|Init
01569.flac|Init|Init
01570.flac|Init|Init
01571.flac|Init|Init
01572.flac|Init|Init
01573.flac|Init|Init
01574.flac|Init|Init
01575.flac|Init|Init
01576.flac|Init|Init
01577.flac|Init|Init
01578.flac|Init|Init
01579.flac|Init|Init
01580.flac|Init|Init
01581.flac|Init|Init
01582.flac|Init|Init
01583.flac|Init|Init
01584.flac|Init|Init
01585.flac|Init|Init
01586.flac|Init|Init
01587.flac|Init|Init
01588.flac|Init|Init
01589.flac|Init|Init
01590.flac|Init|Init
01591.flac|Init|Init
01592.flac|Init|Init
01593.flac|Init|Init
01594.flac|Init|Init
01595.flac|Init|Init
01596.flac|Init|Init
01597.flac|Init|Init
01598.flac|Init|Init
01599.flac|Init|Init
01600.flac|Init|Init
01601.flac|Init|Init
01602.flac|Init|Init
01603.flac|Init|Init
01604.flac|Init|Init
01605.flac|Init|Init
01606.flac|Init|Init
01607.flac|Init|Init
01608.flac|Init|Init
01609.flac|Init|Init
01610.flac|Init|Init
01611.flac|Init|Init
01612.flac|Init|Init
01613.flac|Init|Init
01614.flac|Init|Init
01615.flac|Init|Init
01616.flac|Init|Init
01617.flac|Init|Init
01618.flac|Init|Init
01619.flac|Init|Init
01620.flac|Init|Init
01621.flac|Init|Init
01622.flac|Init|Init
01623.flac|Init|Init
01624.flac|Init|Init
01625.flac|Init|Init
01626.flac|Init|Init
01627.flac|Init|Init
01628.flac|Init|Init
01629.flac|Init|Init
01630.flac|Init|Init
01631.flac|Init|Init
01632.flac|Init|Init
01633.flac|Init|Init
01634.flac|Init|Init
01635.flac|Init|Init
01636.flac|Init|Init
01637.flac|Init|Init
01638.flac|Init|Init
01639.flac|Init|Init
01640.flac|Init|Init
01641.flac|Init|Init
01642.flac|Init|Init
01643.flac|Init|Init
01644.flac|Init|Init
01645.flac|Init|Init
01646.flac|Init|Init
01647.flac|Init|Init
01648.flac|Init|Init
01649.flac|Init|Init
01650.flac|Init|Init
01651.flac|Init|Init
01652.flac|Init|Init
01653.flac|Init|Init
01654.flac|Init|Init
01655.flac|Init|Init
01656.flac|Init|Init
01657.flac|Init|Init
01658.flac|Init|Init
01659.flac|Init|Init
01660.flac|Init|Init
01661.flac|Init|Init
01662.flac|Init|Init
01663.flac|Init|Init
01664.flac|Init|Init
01665.flac|Init|Init
01666.flac|Init|Init
01667.flac|Init|Init
01668.flac|Init|Init
01669.flac|Init|Init
01670.flac|Init|Init
01671.flac|Init|Init
01672.flac|Init|Init
01673.flac|Init|Init
01674.flac|Init|Init
01675.flac|Init|Init
01676.flac|Init|Init
01677.flac|Init|Init
01678.flac|Init|Init
01679.flac|Init|Init
01680.flac|Init|Init
01681.flac|Init|Init
01682.flac|Init|Init
01683.flac|Init|Init
01684.flac|Init|Init
01685.flac|Init|Init
01686.flac|Init|Init
01687.flac|Init|Init
01688.flac|Init|Init
01689.flac|Init|Init
01690.flac|Init|Init
01691.flac|Init|Init
01692.flac|Init|Init
01693.flac|Init|Init
01694.flac|Init|Init
01695.flac|Init|Init
01696.flac|Init|Init
01697.flac|Init|Init
01698.flac|Init|Init
01699.flac|Init|Init
01700.flac|Init|Init
01701.flac|Init|Init
01702.flac|Init|Init
01703.flac|Init|Init
01704.flac|Init|Init
01705.flac|Init|Init
01706.flac|Init|Init
01707.flac|Init|Init
01708.flac|Init|Init
01709.flac|Init|Init
01710.flac|Init|Init
01711.flac|Init|Init
01712.flac|Init|Init
01713.flac|Init|Init
01714.flac|Init|Init
01715.flac|Init|Init
01716.flac|Init|Init
01717.flac|Init|Init
01718.flac|Init|Init
01719.flac|Init|Init
01720.flac|Init|Init
01721.flac|Init|Init
01722.flac|Init|Init
01723.flac|Init|Init
01724.flac|Init|Init
01725.flac|Init|Init
01726.flac|Init|Init
01727.flac|Init|Init
01728.flac|Init|Init
01729.flac|Init|Init
01730.flac|Init|Init
01731.flac|Init|Init
01732.flac|Init|Init
01733.flac|Init|Init
01734.flac|Init|Init
01735.flac|Init|Init
01736.flac|Init|Init
01737.flac|Init|Init
01738.flac|Init|Init
01739.flac|Init|Init
01740.flac|Init|Init
01741.flac|Init|Init
01742.flac|Init|Init
01743.flac|Init|Init
01744.flac|Init|Init
01745.flac|Init|Init
01746.flac|Init|Init
01747.flac|Init|Init
01748.flac|Init|Init
01749.flac|Init|Init
01750.flac|Init|Init
01751.flac|Init|Init
01752.flac|Init|Init
01753.flac|Init|Init
01754.flac|Init|Init
01755.flac|Init|Init
01756.flac|Init|Init
01757.flac|Init|Init
01758.flac|Init|Init
01759.flac|Init|Init
01760.flac|Init|Init
01761.flac|Init|Init
01762.flac|Init|Init
01763.flac|Init|Init
01764.flac|Init|Init
01765.flac|Init|Init
01766.flac|Init|Init
01767.flac|Init|Init
01768.flac|Init|Init
01769.flac|Init|Init
01770.flac|Init|Init
01771.flac|Init|Init
01772.flac|Init|Init
01773.flac|Init|Init
01774.flac|Init|Init
01775.flac|Init|Init
01776.flac|Init|Init
01777.flac|Init|Init
01778.flac|Init|Init
01779.flac|Init|Init
01780.flac|Init|Init
01781.flac|Init|Init
01782.flac|Init|Init
01783.flac|Init|Init
01784.flac|Init|Init
01785.flac|Init|Init
01786.flac|Init|Init
01787.flac|Init|Init
01788.flac|Init|Init
01789.flac|Init|Init
01790.flac|Init|Init
01791.flac|Init|Init
01792.flac|Init|Init
01793.flac|Init|Init
01794.flac|Init|Init
01795.flac|Init|Init
01796.flac|Init|Init
01797.flac|Init|Init
01798.flac|Init|Init
01799.flac|Init|Init
01800.flac|Init|Init
01801.flac|Init|Init
01802.flac|Init|Init
01803.flac|Init|Init
01804.flac|Init|Init
01805.flac|Init|Init
01806.flac|Init|Init
01807.flac|Init|Init
01808.flac|Init|Init
01809.flac|Init|Init
01810.flac|Init|Init
01811.flac|Init|Init
01812.flac|Init|Init
01813.flac|Init|Init
01814.flac|Init|Init
01815.flac|Init|Init
01816.flac|Init|Init
01817.flac|Init|Init
01818.flac|Init|Init
01819.flac|Init|Init
01820.flac|Init|Init
01821.flac|Init|Init
01822.flac|Init|Init
01823.flac|Init|Init
01824.flac|Init|Init
01825.flac|Init|Init
01826.flac|Init|Init
01827.flac|Init|Init
01828.flac|Init|Init
01829.flac|Init|Init
01830.flac|Init|Init
01831.flac|Init|Init
01832.flac|Init|Init
01833.flac|Init|Init
01834.flac|Init|Init
01835.flac|Init|Init
01836.flac|Init|Init
01837.flac|Init|Init
01838.flac|Init|Init
01839.flac|Init|Init
01840.flac|Init|Init
01841.flac|Init|Init
01842.flac|Init|Init
01843.flac|Init|Init
01844.flac|Init|Init
01845.flac|Init|Init
01846.flac|Init|Init
01847.flac|Init|Init
01848.flac|Init|Init
01849.flac|Init|Init
01850.flac|Init|Init
01851.flac|Init|Init
01852.flac|Init|Init
01853.flac|Init|Init
01854.flac|Init|Init
01855.flac|Init|Init
01856.flac|Init|Init
01857.flac|Init|Init
01858.flac|Init|Init
01859.flac|Init|Init
01860.flac|Init|Init
01861.flac|Init|Init
01862.flac|Init|Init
01863.flac|Init|Init
01864.flac|Init|Init
01865.flac|Init|Init
01866.flac|Init|Init
01867.flac|Init|Init
01868.flac|Init|Init
01869.flac|Init|Init
01870.flac|Init|Init
01871.flac|Init|Init
01872.flac|Init|Init
01873.flac|Init|Init
01874.flac|Init|Init
01875.flac|Init|Init
01876.flac|Init|Init
01877.flac|Init|Init
01878.flac|Init|Init
01879.flac|Init|Init
01880.flac|Init|Init
01881.flac|Init|Init
01882.flac|Init|Init
01883.flac|Init|Init
01884.flac|Init|Init
01885.flac|Init|Init
01886.flac|Init|Init
01887.flac|Init|Init
01888.flac|Init|Init
01889.flac|Init|Init
01890.flac|Init|Init
01891.flac|Init|Init
01892.flac|Init|Init
01893.flac|Init|Init
01894.flac|Init|Init
01895.flac|Init|Init
01896.flac|Init|Init
01897.flac|Init|Init
01898.flac|Init|Init
01899.flac|Init|Init
01900.flac|Init|Init
01901.flac|Init|Init
01902.flac|Init|Init
01903.flac|Init|Init
01904.flac|Init|Init
01905.flac|Init|Init
01906.flac|Init|Init
01907.flac|Init|Init
01908.flac|Init|Init
01909.flac|Init|Init
01910.flac|Init|Init
01911.flac|Init|Init
01912.flac|Init|Init
01913.flac|Init|Init
01914.flac|Init|Init
01915.flac|Init|Init
01916.flac|Init|Init
01917.flac|Init|Init
01918.flac|Init|Init
01919.flac|Init|Init
01920.flac|Init|Init
01921.flac|Init|Init
01922.flac|Init|Init
01923.flac|Init|Init
01924.flac|Init|Init
01925.flac|Init|Init
01926.flac|Init|Init
01927.flac|Init|Init
01928.flac|Init|Init
01929.flac|Init|Init
01930.flac|Init|Init
01931.flac|Init|Init
01932.flac|Init|Init
01933.flac|Init|Init
01934.flac|Init|Init
01935.flac|Init|Init
01936.flac|Init|Init
01937.flac|Init|Init
01938.flac|Init|Init
01939.flac|Init|Init
01940.flac|Init|Init
01941.flac|Init|Init
01942.flac|Init|Init
01943.flac|Init|Init
01944.flac|Init|Init
01945.flac|Init|Init
01946.flac|Init|Init
01947.flac|Init|Init
01948.flac|Init|Init
01949.flac|Init|Init
01950.flac|Init|Init
01951.flac|Init|Init
01952.flac|Init|Init
01953.flac|Init|Init
01954.flac|Init|Init
01955.flac|Init|Init
01956.flac|Init|Init
01957.flac|Init|Init
01958.flac|Init|Init
01959.flac|Init|Init
01960.flac|Init|Init
01961.flac|Init|Init
01962.flac|Init|Init
01963.flac|Init|Init
01964.flac|Init|Init
01965.flac|Init|Init
01966.flac|Init|Init
01967.flac|Init|Init
01968.flac|Init|Init
01969.flac|Init|Init
01970.flac|Init|Init
01971.flac|Init|Init
01972.flac|Init|Init
01973.flac|Init|Init
01974.flac|Init|Init
01975.flac|Init|Init
01976.flac|Init|Init
01977.flac|Init|Init
01978.flac|Init|Init
01979.flac|Init|Init
01980.flac|Init|Init
01981.flac|Init|Init
01982.flac|Init|Init
01983.flac|Init|Init
01984.flac|Init|Init
01985.flac|Init|Init
01986.flac|Init|Init
01987.flac|Init|Init
01988.flac|Init|Init
01989.flac|Init|Init
01990.flac|Init|Init
01991.flac|Init|Init
01992.flac|Init|Init
01993.flac|Init|Init
01994.flac|Init|Init
01995.flac|Init|Init
01996.flac|Init|Init
01997.flac|Init|Init
01998.flac|Init|Init
01999.flac|Init|Init
02000.flac|Init|Init
02001.flac|Init|Init
02002.flac|Init|Init
02003.flac|Init|Init
02004.flac|Init|Init
02005.flac|Init|Init
02006.flac|Init|Init
02007.flac|Init|Init
02008.flac|Init|Init
02009.flac|Init|Init
02010.flac|Init|Init
02011.flac|Init|Init
02012.flac|Init|Init
02013.flac|Init|Init
02014.flac|Init|Init
02015.flac|Init|Init
02016.flac|Init|Init
02017.flac|Init|Init
02018.flac|Init|Init
02019.flac|Init|Init
02020.flac|Init|Init
02021.flac|Init|Init
02022.flac|Init|Init
02023.flac|Init|Init
02024.flac|Init|Init
02025.flac|Init|Init
02026.flac|Init|Init
02027.flac|Init|Init
02028.flac|Init|Init
02029.flac|Init|Init
02030.flac|Init|Init
02031.flac|Init|Init
02032.flac|Init|Init
02033.flac|Init|Init
02034.flac|Init|Init
02035.flac|Init|Init
02036.flac|Init|Init
02037.flac|Init|Init
02038.flac|Init|Init
02039.flac|Init|Init
02040.flac|Init|Init
02041.flac|Init|Init
02042.flac|Init|Init
02043.flac|Init|Init
02044.flac|Init|Init
02045.flac|Init|Init
02046.flac|Init|Init
02047.flac|Init|Init
02048.flac|Init|Init
02049.flac|Init|Init
02050.flac|Init|Init
02051.flac|Init|Init
02052.flac|Init|Init
02053.flac|Init|Init
02054.flac|Init|Init
02055.flac|Init|Init
02056.flac|Init|Init
02057.flac|Init|Init
02058.flac|Init|Init
02059.flac|Init|Init
02060.flac|Init|Init
02061.flac|Init|Init
02062.flac|Init|Init
02063.flac|Init|Init
02064.flac|Init|Init
02065.flac|Init|Init
02066.flac|Init|Init
02067.flac|Init|Init
02068.flac|Init|Init
02069.flac|Init|Init
02070.flac|Init|Init
02071.flac|Init|Init
02072.flac|Init|Init
02073.flac|Init|Init
02074.flac|Init|Init
02075.flac|Init|Init
02076.flac|Init|Init
02077.flac|Init|Init
02078.flac|Init|Init
02079.flac|Init|Init
02080.flac|Init|Init
02081.flac|Init|Init
02082.flac|Init|Init
02083.flac|Init|Init
02084.flac|Init|Init
02085.flac|Init|Init
02086.flac|Init|Init
02087.flac|Init|Init
02088.flac|Init|Init
02089.flac|Init|Init
02090.flac|Init|Init
02091.flac|Init|Init
02092.flac|Init|Init
02093.flac|Init|Init
02094.flac|Init|Init
02095.flac|Init|Init
02096.flac|Init|Init
02097.flac|Init|Init
02098.flac|Init|Init
02099.flac|Init|Init
02100.flac|Init|Init
02101.flac|Init|Init
02102.flac|Init|Init
02103.flac|Init|Init
02104.flac|Init|Init
02105.flac|Init|Init
02106.flac|Init|Init
02107.flac|Init|Init
02108.flac|Init|Init
02109.flac|Init|Init
02110.flac|Init|Init
02111.flac|Init|Init
02112.flac|Init|Init
02113.flac|Init|Init
02114.flac|Init|Init
02115.flac|Init|Init
02116.flac|Init|Init
02117.flac|Init|Init
02118.flac|Init|Init
02119.flac|Init|Init
02120.flac|Init|Init
02121.flac|Init|Init
02122.flac|Init|Init
02123.flac|Init|Init
02124.flac|Init|Init
02125.flac|Init|Init
02126.flac|Init|Init
02127.flac|Init|Init
02128.flac|Init|Init
02129.flac|Init|Init
02130.flac|Init|Init
02131.flac|Init|Init
02132.flac|Init|Init
02133.flac|Init|Init
02134.flac|Init|Init
02135.flac|Init|Init
02136.flac|Init|Init
02137.flac|Init|Init
02138.flac|Init|Init
02139.flac|Init|Init
02140.flac|Init|Init
02141.flac|Init|Init
02142.flac|Init|Init
02143.flac|Init|Init
02144.flac|Init|Init
02145.flac|Init|Init
02146.flac|Init|Init
02147.flac|Init|Init
02148.flac|Init|Init
02149.flac|Init|Init
02150.flac|Init|Init
02151.flac|Init|Init
02152.flac|Init|Init
02153.flac|Init|Init
02154.flac|Init|Init
02155.flac|Init|Init
02156.flac|Init|Init
02157.flac|Init|Init
02158.flac|Init|Init
02159.flac|Init|Init
02160.flac|Init|Init
02161.flac|Init|Init
02162.flac|Init|Init
02163.flac|Init|Init
02164.flac|Init|Init
02165.flac|Init|Init
02166.flac|Init|Init
02167.flac|Init|Init
02168.flac|Init|Init
02169.flac|Init|Init
02170.flac|Init|Init
02171.flac|Init|Init
02172.flac|Init|Init
02173.flac|Init|Init
02174.flac|Init|Init
02175.flac|Init|Init
02176.flac|Init|Init
02177.flac|Init|Init
02178.flac|Init|Init
02179.flac|Init|Init
02180.flac|Init|Init
02181.flac|Init|Init
02182.flac|Init|Init
02183.flac|Init|Init
02184.flac|Init|Init
02185.flac|Init|Init
02186.flac|Init|Init
02187.flac|Init|Init
02188.flac|Init|Init
02189.flac|Init|Init
02190.flac|Init|Init
02191.flac|Init|Init
02192.flac|Init|Init
02193.flac|Init|Init
02194.flac|Init|Init
02195.flac|Init|Init
02196.flac|Init|Init
02197.flac|Init|Init
02198.flac|Init|Init
02199.flac|Init|Init
02200.flac|Init|Init
02201.flac|Init|Init
02202.flac|Init|Init
02203.flac|Init|Init
02204.flac|Init|Init
02205.flac|Init|Init
02206.flac|Init|Init
02207.flac|Init|Init
02208.flac|Init|Init
02209.flac|Init|Init
02210.flac|Init|Init
02211.flac|Init|Init
02212.flac|Init|Init
02213.flac|Init|Init
02214.flac|Init|Init
02215.flac|Init|Init
02216.flac|Init|Init
02217.flac|Init|Init
02218.flac|Init|Init
02219.flac|Init|Init
02220.flac|Init|Init
02221.flac|Init|Init
02222.flac|Init|Init
02223.flac|Init|Init
02224.flac|Init|Init
02225.flac|Init|Init
02226.flac|Init|Init
02227.flac|Init|Init
02228.flac|Init|Init
02229.flac|Init|Init
02230.flac|Init|Init
02231.flac|Init|Init
02232.flac|Init|Init
02233.flac|Init|Init
02234.flac|Init|Init
02235.flac|Init|Init
02236.flac|Init|Init
02237.flac|Init|Init
02238.flac|Init|Init
02239.flac|Init|Init
02240.flac|Init|Init
02241.flac|Init|Init
02242.flac|Init|Init
02243.flac|Init|Init
02244.flac|Init|Init
02245.flac|Init|Init
02246.flac|Init|Init
02247.flac|Init|Init
02248.flac|Init|Init
02249.flac|Init|Init
02250.flac|Init|Init
02251.flac|Init|Init
02252.flac|Init|Init
02253.flac|Init|Init
02254.flac|Init|Init
02255.flac|Init|Init
02256.flac|Init|Init
02257.flac|Init|Init
02258.flac|Init|Init
02259.flac|Init|Init
02260.flac|Init|Init
02261.flac|Init|Init
02262.flac|Init|Init
02263.flac|Init|Init
02264.flac|Init|Init
02265.flac|Init|Init
02266.flac|Init|Init
02267.flac|Init|Init
02268.flac|Init|Init
02269.flac|Init|Init
02270.flac|Init|Init
02271.flac|Init|Init
02272.flac|Init|Init
02273.flac|Init|Init
02274.flac|Init|Init
02275.flac|Init|Init
02276.flac|Init|Init
02277.flac|Init|Init
02278.flac|Init|Init
02279.flac|Init|Init
02280.flac|Init|Init
02281.flac|Init|Init
02282.flac|Init|Init
02283.flac|Init|Init
02284.flac|Init|Init
02285.flac|Init|Init
02286.flac|Init|Init
02287.flac|Init|Init
02288.flac|Init|Init
02289.flac|Init|Init
02290.flac|Init|Init
02291.flac|Init|Init
02292.flac|Init|Init
02293.flac|Init|Init
02294.flac|Init|Init
02295.flac|Init|Init
02296.flac|Init|Init
02297.flac|Init|Init
02298.flac|Init|Init
02299.flac|Init|Init
02300.flac|Init|Init
02301.flac|Init|Init
02302.flac|Init|Init
02303.flac|Init|Init
02304.flac|Init|Init
02305.flac|Init|Init
02306.flac|Init|Init
02307.flac|Init|Init
02308.flac|Init|Init
02309.flac|Init|Init
02310.flac|Init|Init
02311.flac|Init|Init
02312.flac|Init|Init
02313.flac|Init|Init
02314.flac|Init|Init
02315.flac|Init|Init
02316.flac|Init|Init
02317.flac|Init|Init
02318.flac|Init|Init
02319.flac|Init|Init
02320.flac|Init|Init
02321.flac|Init|Init
02322.flac|Init|Init
02323.flac|Init|Init
02324.flac|Init|Init
02325.flac|Init|Init
02326.flac|Init|Init
02327.flac|Init|Init
02328.flac|Init|Init
02329.flac|Init|Init
