filename|arousal|valence
01068.flac|Init|+2
01069.flac|Init|Init
01070.flac|+2|0
01071.flac|Ignore|-1
01072.flac|+0.5|-0.5
01073.flac|+2|-2
01074.flac|0|+2
01075.flac|Ignore|-0.5
01076.flac|-1|+0.5
01077.flac|-0.5|Ignore
01078.flac|Ignore|-1
01079.flac|0|+0.5
01080.flac|0|0
01081.flac|-0.5|-1
01082.flac|Init|+0.5
01083.flac|-0.5|+2
01084.flac|+0.5|-1
01085.flac|Init|0
01086.flac|-1|Ignore
01087.flac|Ignore|-2
01088.flac|Ignore|-0.5
01089.flac|0|+2
01090.flac|-1|-2
01091.flac|Init|Ignore
01092.flac|-1|+1
01093.flac|+2|-1
01094.flac|-2|0
01095.flac|0|0
01096.flac|+0.5|Init
01097.flac|+0.5|-1
01098.flac|+2|-2
01099.flac|+0.5|0
01100.flac|Init|Init
01101.flac|+2|+0.5
01102.flac|-0.5|+0.5
01103.flac|-1|Ignore
01104.flac|Ignore|-0.5
01105.flac|Init|+2
01106.flac|-0.5|-0.5
01107.flac|-1|0
01108.flac|+0.5|-0.5
01109.flac|+0.5|+0.5
01110.flac|Ignore|-0.5
01111.flac|+0.5|+1
01112.flac|-1|0
01113.flac|+2|0
01114.flac|+0.5|0
01115.flac|+0.5|-1
01116.flac|+1|0
01117.flac|+0.5|+0.5
01118.flac|+1|+2
01119.flac|-2|-1
01120.flac|+1|-0.5
01121.flac|+2|Ignore
01122.flac|+0.5|+1
01123.flac|+1|+2
01124.flac|+1|Ignore
01125.flac|-2|-1
01126.flac|0|+1
01127.flac|Ignore|+2
01128.flac|-2|+1
01129.flac|+0.5|+0.5
01130.flac|-0.5|+0.5
01131.flac|+1|+0.5
01132.flac|-1|+2
01133.flac|+0.5|-0.5
01134.flac|-1|-0.5
01135.flac|+1|-0.5
01136.flac|+2|-2
01137.flac|-0.5|+0.5
01138.flac|+2|+2
01139.flac|Ignore|0
01140.flac|-0.5|-2
01141.flac|+0.5|0
01142.flac|-2|-1
01143.flac|0|Init
01144.flac|-0.5|0
01145.flac|Init|+1
01146.flac|-0.5|+2
01147.flac|+1|Ignore
01148.flac|0|-2
01149.flac|-0.5|+0.5
01150.flac|Ignore|0
01151.flac|0|+2
01152.flac|+2|0
01153.flac|Ignore|-1
01154.flac|Ignore|0
01155.flac|Ignore|Init
01156.flac|-2|Init
01157.flac|-1|0
01158.flac|0|-1
01159.flac|-1|+1
01160.flac|0|+1
01161.flac|-1|+2
01162.flac|-2|+0.5
01163.flac|+1|+2
01164.flac|0|+1
01165.flac|+1|+2
01166.flac|+2|Ignore
01167.flac|Ignore|+0.5
01168.flac|-1|0
01169.flac|-0.5|-0.5
01170.flac|Ignore|0
01171.flac|-1|Init
01172.flac|+1|0
01173.flac|Ignore|Init
01174.flac|-0.5|+1
01175.flac|+0.5|-0.5
01176.flac|Init|-2
01177.flac|-1|-2
01178.flac|-2|0
01179.flac|0|-0.5
01180.flac|-0.5|-0.5
01181.flac|-2|+0.5
01182.flac|0|-0.5
01183.flac|Ignore|-0.5
01184.flac|-2|0
01185.flac|Ignore|+0.5
01186.flac|Ignore|Init
01187.flac|-1|Ignore
01188.flac|+1|Ignore
01189.flac|0|-2
01190.flac|Ignore|0
01191.flac|-0.5|0
01192.flac|+0.5|+0.5
01193.flac|Ignore|-2
01194.flac|0|-1
01195.flac|-1|+1
01196.flac|0|+0.5
01197.flac|+0.5|Ignore
01198.flac|+1|-0.5
01199.flac|0|-2
01200.flac|Init|-2
01201.flac|0|0
01202.flac|+1|0
01203.flac|+1|+1
01204.flac|-0.5|Init
01205.flac|0|0
01206.flac|Ignore|+1
01207.flac|0|-1
01208.flac|0|Init
01209.flac|+1|-2
01210.flac|0|Init
01211.flac|+0.5|Ignore
01212.flac|-2|+1
01213.flac|0|+0.5
01214.flac|+0.5|-1
01215.flac|+2|0
01216.flac|0|+2
01217.flac|0|+0.5
01218.flac|+2|+2
01219.flac|Init|Ignore
01220.flac|0|-1
01221.flac|Init|-2
01222.flac|Init|+1
01223.flac|Ignore|+1
01224.flac|+2|+0.5
01225.flac|+0.5|-0.5
01226.flac|0|Init
01227.flac|+1|+0.5
01228.flac|Ignore|Ignore
01229.flac|Ignore|-1
01230.flac|0|-2
01231.flac|+1|-0.5
01232.flac|+0.5|-2
01233.flac|-2|Ignore
01234.flac|0|+2
01235.flac|Ignore|-1
01236.flac|Init|Ignore
01237.flac|Ignore|Ignore
01238.flac|+0.5|-0.5
01239.flac|+1|+2
01240.flac|-1|-0.5
01241.flac|-0.5|+0.5
01242.flac|Init|-1
01243.flac|Init|-1
01244.flac|-2|Ignore
01245.flac|0|+2
01246.flac|Init|Init
01247.flac|+0.5|0
01248.flac|0|Ignore
01249.flac|+0.5|Ignore
01250.flac|+0.5|+0.5
01251.flac|0|+2
01252.flac|Init|-2
01253.flac|+0.5|-2
01254.flac|0|+0.5
01255.flac|0|+2
01256.flac|+0.5|-1
01257.flac|+0.5|Init
01258.flac|-0.5|0
01259.flac|+2|Init
01260.flac|0|-1
01261.flac|-0.5|+2
01262.flac|-1|Ignore
01263.flac|+1|Ignore
01264.flac|-1|-0.5
01265.flac|-1|Ignore
01266.flac|+0.5|+2
01267.flac|+0.5|+1
01268.flac|Init|-1
01269.flac|Init|Ignore
01270.flac|+0.5|+0.5
01271.flac|+0.5|+0.5
01272.flac|0|+2
01273.flac|Init|Init
01274.flac|+0.5|Init
01275.flac|0|-2
01276.flac|Ignore|-1
01277.flac|Ignore|+2
01278.flac|Ignore|-1
01279.flac|-2|-2
01280.flac|+1|Ignore
01281.flac|+0.5|0
01282.flac|+1|0
01283.flac|+0.5|Ignore
01284.flac|+2|-1
01285.flac|Ignore|+0.5
01286.flac|Init|-1
01287.flac|+2|+0.5
01288.flac|-0.5|-0.5
01289.flac|+2|+1
01290.flac|-1|Ignore
01291.flac|-1|-0.5
01292.flac|+0.5|+2
01293.flac|Ignore|0
01294.flac|-0.5|Ignore
01295.flac|+1|Init
01296.flac|Ignore|Init
01297.flac|-0.5|+0.5
01298.flac|Init|Init
01299.flac|Ignore|Ignore
01300.flac|Ignore|0
01301.flac|-1|Init
01302.flac|-0.5|Init
01303.flac|-0.5|-0.5
01304.flac|+0.5|-2
01305.flac|Ignore|0
01306.flac|-2|+0.5
01307.flac|+2|Ignore
01308.flac|-2|-2
01309.flac|+1|Ignore
01310.flac|Init|+2
01311.flac|-1|+0.5
01312.flac|Init|-2
01313.flac|-2|+0.5
01314.flac|+2|-0.5
01315.flac|+1|Init
01316.flac|+1|+2
01317.flac|+1|-0.5
01318.flac|Init|+0.5
01319.flac|Ignore|Ignore
01320.flac|-0.5|+0.5
01321.flac|+2|-1
01322.flac|Ignore|+0.5
01323.flac|-2|+1
01324.flac|+0.5|-2
01325.flac|-1|+2
01326.flac|+2|+2
01327.flac|+1|0
01328.flac|Ignore|-1
01329.flac|+2|-1
01330.flac|+1|Init
01331.flac|-0.5|-0.5
01332.flac|Init|Ignore
01333.flac|Init|-2
01334.flac|+1|-0.5
01335.flac|+1|Ignore
01336.flac|-2|+1
01337.flac|-0.5|Ignore
01338.flac|Init|Init
01339.flac|-0.5|Ignore
01340.flac|-2|0
01341.flac|0|+0.5
01342.flac|+1|-2
01343.flac|+1|0
01344.flac|Ignore|+0.5
01345.flac|Ignore|-0.5
01346.flac|+1|-1
01347.flac|Init|-0.5
01348.flac|Init|+0.5
01349.flac|+2|Ignore
01350.flac|-2|+2
01351.flac|-2|-1
01352.flac|+2|Init
01353.flac|-2|-2
01354.flac|+1|+1
01355.flac|-0.5|+0.5
01356.flac|+2|Ignore
01357.flac|Init|-1
01358.flac|0|-0.5
01359.flac|-1|-1
01360.flac|+2|Ignore
01361.flac|-0.5|0
01362.flac|Init|-2
01363.flac|-1|-1
01364.flac|+0.5|Ignore
01365.flac|+0.5|-2
01366.flac|+2|+1
01367.flac|+2|-2
01368.flac|+0.5|-0.5
01369.flac|-0.5|-2
01370.flac|+1|Init
01371.flac|-2|-1
01372.flac|-2|-2
01373.flac|-1|0
01374.flac|+1|-0.5
01375.flac|+1|+0.5
01376.flac|-2|+1
01377.flac|Ignore|+2
01378.flac|-0.5|-2
01379.flac|-0.5|Ignore
01380.flac|+1|-0.5
01381.flac|+0.5|-1
01382.flac|-0.5|-0.5
01383.flac|Ignore|0
01384.flac|+1|-1
01385.flac|Ignore|Init
01386.flac|-2|+0.5
01387.flac|+1|+1
01388.flac|Ignore|+1
01389.flac|Ignore|0
01390.flac|-2|-0.5
01391.flac|0|Init
01392.flac|-2|0
01393.flac|0|+1
01394.flac|+0.5|+0.5
01395.flac|+2|Init
01396.flac|Init|-0.5
01397.flac|Init|+1
01398.flac|+0.5|-2
01399.flac|0|Init
01400.flac|Ignore|-1
01401.flac|Ignore|-0.5
01402.flac|Ignore|-1
01403.flac|+2|Init
01404.flac|0|-0.5
01405.flac|+2|+0.5
01406.flac|-0.5|+0.5
01407.flac|Ignore|-2
01408.flac|+1|Ignore
01409.flac|Ignore|+2
01410.flac|-2|+0.5
01411.flac|Init|-2
01412.flac|0|0
01413.flac|+2|Ignore
01414.flac|-0.5|+1
01415.flac|+1|+2
01416.flac|-1|-2
01417.flac|0|-0.5
01418.flac|0|-0.5
01419.flac|+2|Init
01420.flac|+2|-1
01421.flac|+1|-0.5
01422.flac|Init|+2
01423.flac|Init|-2
01424.flac|+2|-0.5
01425.flac|0|Ignore
01426.flac|+2|Ignore
01427.flac|+2|+1
01428.flac|+1|0
01429.flac|+0.5|Ignore
01430.flac|+1|Init
01431.flac|Init|+2
01432.flac|+1|0
01433.flac|Init|+1
01434.flac|-2|+0.5
01435.flac|+1|-2
01436.flac|+2|-1
01437.flac|-1|0
01438.flac|Init|0
01439.flac|Ignore|Init
01440.flac|Ignore|Init
01441.flac|0|-1
01442.flac|Ignore|+1
01443.flac|0|Init
01444.flac|+0.5|Ignore
01445.flac|-1|+1
01446.flac|0|-2
01447.flac|Ignore|-0.5
01448.flac|Init|+2
01449.flac|Init|+1
01450.flac|+1|-1
01451.flac|Init|+2
01452.flac|-0.5|-0.5
01453.flac|+0.5|0
01454.flac|0|Init
01455.flac|+1|+2
01456.flac|+2|+0.5
01457.flac|-2|Ignore
01458.flac|+2|+0.5
01459.flac|+1|+1
01460.flac|+2|-2
01461.flac|Ignore|-1
01462.flac|+1|-0.5
01463.flac|Ignore|+0.5
01464.flac|-1|-2
01465.flac|+0.5|Ignore
01466.flac|+0.5|0
01467.flac|+0.5|+0.5
01468.flac|Init|-1
01469.flac|-0.5|Ignore
01470.flac|Init|+2
01471.flac|+0.5|Ignore
01472.flac|Ignore|+2
01473.flac|-2|-1
01474.flac|Ignore|-1
01475.flac|-1|Init
01476.flac|-0.5|+1
01477.flac|-0.5|-2
01478.flac|+2|-0.5
01479.flac|Init|-0.5
01480.flac|+1|-0.5
01481.flac|-2|+1
01482.flac|Ignore|Init
01483.flac|0|+1
01484.flac|0|+1
01485.flac|+0.5|+0.5
01486.flac|0|Ignore
01487.flac|-0.5|-0.5
01488.flac|Ignore|+0.5
01489.flac|Ignore|+1
01490.flac|-1|+0.5
01491.flac|+2|Ignore
01492.flac|Ignore|-2
01493.flac|-0.5|+1
01494.flac|+1|0
01495.flac|+2|+0.5
01496.flac|+2|-2
01497.flac|Ignore|+1
01498.flac|+2|+2
01499.flac|0|Ignore
01500.flac|+0.5|+1
01501.flac|+1|Ignore
01502.flac|0|+1
01503.flac|0|+1
01504.flac|-2|Init
01505.flac|+0.5|+2
01506.flac|-0.5|-1
01507.flac|+2|-2
01508.flac|-2|Init
01509.flac|+2|Init
01510.flac|Init|+1
01511.flac|-2|Init
01512.flac|+1|-0.5
01513.flac|-2|-0.5
01514.flac|0|-0.5
01515.flac|Init|Init
01516.flac|0|+2
01517.flac|Ignore|0
01518.flac|-1|-1
01519.flac|0|+2
01520.flac|Ignore|+1
01521.flac|0|Init
01522.flac|+0.5|+0.5
01523.flac|+2|+0.5
01524.flac|-1|0
01525.flac|0|-0.5
01526.flac|+1|0
01527.flac|+0.5|0
01528.flac|Ignore|+0.5
01529.flac|+0.5|+1
01530.flac|-1|Ignore
01531.flac|+2|+2
01532.flac|+2|+1
01533.flac|+2|Ignore
01534.flac|+2|-2
01535.flac|+2|+2
01536.flac|+1|+2
01537.flac|Init|-1
01538.flac|Ignore|-1
01539.flac|-1|Init
01540.flac|+1|+2
01541.flac|+1|+2
01542.flac|Ignore|Ignore
01543.flac|0|Init
01544.flac|Ignore|+1
01545.flac|+1|-1
01546.flac|+0.5|-1
01547.flac|+2|0
01548.flac|+0.5|-1
01549.flac|+1|-2
01550.flac|-2|Ignore
01551.flac|-2|+2
01552.flac|Ignore|+0.5
01553.flac|Init|-2
01554.flac|+1|+2
01555.flac|+0.5|+2
01556.flac|+0.5|-2
01557.flac|Init|+0.5
01558.flac|+1|0
01559.flac|+1|+2
01560.flac|+0.5|-0.5
01561.flac|Ignore|Init
01562.flac|-2|0
01563.flac|-0.5|0
01564.flac|+2|-1
01565.flac|Init|-0.5
01566.flac|+1|Init
01567.flac|+1|-0.5
01568.flac|Ignore|+1
01569.flac|+0.5|+2
01570.flac|0|0
01571.flac|+0.5|Init
01572.flac|-0.5|0
01573.flac|+0.5|+1
01574.flac|-0.5|-2
01575.flac|+2|-2
01576.flac|Init|+1
01577.flac|-1|+0.5
01578.flac|+2|Init
01579.flac|0|Ignore
01580.flac|Ignore|+1
01581.flac|+2|-2
01582.flac|+0.5|-1
01583.flac|Init|+1
01584.flac|+2|+0.5
01585.flac|+2|-1
01586.flac|+0.5|-0.5
01587.flac|+0.5|-0.5
01588.flac|Ignore|+0.5
01589.flac|-0.5|Init
01590.flac|+0.5|-1
01591.flac|Ignore|0
01592.flac|Init|-0.5
01593.flac|0|-1
01594.flac|Init|+1
01595.flac|+1|+0.5
01596.flac|+1|Init
01597.flac|Init|+2
01598.flac|-0.5|-2
01599.flac|-0.5|+0.5
01600.flac|Init|0
01601.flac|-2|Init
01602.flac|+0.5|+1
01603.flac|Ignore|Init
01604.flac|-1|+2
01605.flac|-2|+0.5
01606.flac|-1|+1
01607.flac|Ignore|+1
01608.flac|-0.5|Init
01609.flac|0|0
01610.flac|+1|-2
01611.flac|+2|+1
01612.flac|Ignore|+2
01613.flac|+2|-0.5
01614.flac|-2|Init
01615.flac|-0.5|Ignore
01616.flac|+2|+2
01617.flac|-0.5|-2
01618.flac|+0.5|+1
01619.flac|+2|Ignore
01620.flac|Ignore|0
01621.flac|-1|Init
01622.flac|-1|-1
01623.flac|-0.5|+0.5
01624.flac|Ignore|Ignore
01625.flac|Ignore|+1
01626.flac|-0.5|+1
01627.flac|+2|-0.5
01628.flac|Ignore|-2
01629.flac|Ignore|+0.5
01630.flac|Init|+0.5
01631.flac|-0.5|+2
01632.flac|Init|0
01633.flac|-2|+2
01634.flac|Init|-1
01635.flac|+1|+2
01636.flac|0|+2
01637.flac|+0.5|Ignore
01638.flac|-1|-0.5
01639.flac|0|+1
01640.flac|-0.5|-2
01641.flac|-2|0
01642.flac|Init|-0.5
01643.flac|-0.5|-0.5
01644.flac|-1|Init
01645.flac|+1|Init
01646.flac|+0.5|0
01647.flac|-2|+2
01648.flac|Init|Init
01649.flac|+0.5|Init
01650.flac|+1|+0.5
01651.flac|+1|+0.5
01652.flac|Init|0
01653.flac|Init|-0.5
01654.flac|Ignore|-0.5
01655.flac|Init|-0.5
01656.flac|+2|+0.5
01657.flac|-0.5|+1
01658.flac|+1|-2
01659.flac|-2|Init
01660.flac|+1|-0.5
01661.flac|Init|+0.5
01662.flac|Init|-2
01663.flac|0|0
01664.flac|0|-0.5
01665.flac|0|Init
01666.flac|-2|0
01667.flac|+0.5|Init
01668.flac|+1|+2
01669.flac|-1|+1
01670.flac|+2|-0.5
01671.flac|+2|-1
01672.flac|+2|Ignore
01673.flac|+0.5|Init
01674.flac|-1|+0.5
01675.flac|-1|Ignore
01676.flac|0|Init
01677.flac|-0.5|-0.5
01678.flac|-1|+2
01679.flac|+0.5|Init
01680.flac|-1|-1
01681.flac|Init|0
01682.flac|+0.5|+0.5
01683.flac|+1|-2
01684.flac|+0.5|-2
01685.flac|+1|Ignore
01686.flac|+0.5|+2
01687.flac|+0.5|+0.5
01688.flac|+0.5|0
01689.flac|+1|Ignore
01690.flac|-0.5|-0.5
01691.flac|+2|Ignore
01692.flac|Init|Init
01693.flac|-2|-1
01694.flac|-0.5|0
01695.flac|0|-1
01696.flac|+2|+2
01697.flac|-2|+0.5
01698.flac|-1|-2
01699.flac|-2|-0.5
01700.flac|+2|+0.5
01701.flac|0|-0.5
01702.flac|-1|-2
01703.flac|0|0
01704.flac|+0.5|+1
01705.flac|-2|-2
01706.flac|Init|-1
01707.flac|Init|Ignore
01708.flac|0|-0.5
01709.flac|-0.5|+2
01710.flac|-2|+1
01711.flac|Ignore|-1
01712.flac|-1|-1
01713.flac|+0.5|+1
01714.flac|Init|+0.5
01715.flac|Init|Ignore
01716.flac|+2|Ignore
01717.flac|0|Init
01718.flac|-1|Init
01719.flac|+0.5|-0.5
01720.flac|-2|Init
01721.flac|0|+2
01722.flac|-2|-1
01723.flac|+2|+0.5
01724.flac|0|+1
01725.flac|Init|-1
01726.flac|0|-1
01727.flac|-2|-1
01728.flac|Init|-1
01729.flac|Ignore|-2
01730.flac|+0.5|-0.5
01731.flac|-2|-2
01732.flac|+0.5|0
01733.flac|+2|-0.5
01734.flac|Ignore|-2
01735.flac|-0.5|-2
01736.flac|-0.5|+2
01737.flac|-1|+0.5
01738.flac|Ignore|-2
01739.flac|0|+2
01740.flac|Ignore|+2
01741.flac|+2|+2
01742.flac|-0.5|-2
01743.flac|+2|-1
01744.flac|-0.5|-0.5
01745.flac|-2|-1
01746.flac|-0.5|0
01747.flac|Ignore|+0.5
01748.flac|-0.5|+2
01749.flac|-1|Ignore
01750.flac|-2|+2
01751.flac|-0.5|+0.5
01752.flac|-1|+2
01753.flac|+0.5|-2
01754.flac|0|Init
01755.flac|+1|Init
01756.flac|+0.5|-2
01757.flac|Init|Ignore
01758.flac|Ignore|-1
01759.flac|-2|+0.5
01760.flac|-2|Ignore
01761.flac|-0.5|-2
01762.flac|Ignore|-0.5
01763.flac|-1|0
01764.flac|+1|Ignore
01765.flac|0|+2
01766.flac|-0.5|+1
01767.flac|Ignore|0
01768.flac|Ignore|Init
01769.flac|0|0
01770.flac|+1|+0.5
01771.flac|+0.5|Init
01772.flac|-0.5|0
01773.flac|Ignore|+0.5
01774.flac|-0.5|+0.5
01775.flac|-2|0
01776.flac|-2|-1
01777.flac|+1|0
01778.flac|+0.5|-2
01779.flac|-2|-1
01780.flac|+0.5|+2
01781.flac|Init|-2
01782.flac|-2|+0.5
01783.flac|-2|-2
01784.flac|Ignore|+0.5
01785.flac|-2|-0.5
01786.flac|Init|+1
01787.flac|+1|-2
01788.flac|0|0
01789.flac|Init|+2
01790.flac|-1|-0.5
01791.flac|+0.5|+2
01792.flac|-0.5|+1
01793.flac|0|+1
01794.flac|+0.5|+2
01795.flac|+1|Ignore
01796.flac|Init|Ignore
01797.flac|Init|Init
01798.flac|-2|+1
01799.flac|Ignore|-1
01800.flac|Init|-0.5
01801.flac|Ignore|+1
01802.flac|+0.5|Ignore
01803.flac|0|-0.5
01804.flac|-2|+2
01805.flac|Ignore|-0.5
01806.flac|-2|+0.5
01807.flac|+0.5|-0.5
01808.flac|Ignore|+1
01809.flac|-0.5|-1
01810.flac|Init|-2
01811.flac|-2|Init
01812.flac|Init|-1
01813.flac|-2|-0.5
01814.flac|Init|0
01815.flac|0|+0.5
01816.flac|-0.5|-1
01817.flac|-2|-1
01818.flac|-0.5|+1
01819.flac|Init|Init
01820.flac|Init|Init
01821.flac|-1|+1
01822.flac|-2|+2
01823.flac|+2|+0.5
01824.flac|+1|-1
01825.flac|-2|0
01826.flac|0|-2
01827.flac|Init|+0.5
01828.flac|-2|+1
01829.flac|+1|Ignore
01830.flac|Init|0
01831.flac|Ignore|+1
01832.flac|0|+2
01833.flac|-1|+0.5
01834.flac|+1|+1
01835.flac|-0.5|-2
01836.flac|Init|Ignore
01837.flac|Init|+1
01838.flac|Ignore|+2
01839.flac|+2|Init
01840.flac|Ignore|-1
01841.flac|0|Ignore
01842.flac|-0.5|-1
01843.flac|-1|Ignore
01844.flac|-0.5|+0.5
01845.flac|-1|-1
01846.flac|+2|-0.5
01847.flac|Ignore|+0.5
01848.flac|-0.5|+2
01849.flac|+1|Init
01850.flac|+1|Init
01851.flac|+0.5|-0.5
01852.flac|-0.5|-1
01853.flac|+1|-2
01854.flac|+2|+1
01855.flac|+1|+1
01856.flac|-2|+2
01857.flac|+2|+0.5
01858.flac|+2|+2
01859.flac|+1|0
01860.flac|Ignore|+1
01861.flac|+0.5|-1
01862.flac|-1|-0.5
01863.flac|-0.5|+0.5
01864.flac|+2|+0.5
01865.flac|Ignore|Ignore
01866.flac|Ignore|Init
01867.flac|0|+0.5
01868.flac|Ignore|0
01869.flac|-0.5|-1
01870.flac|+1|Ignore
01871.flac|+0.5|Init
01872.flac|Ignore|Init
01873.flac|Init|-0.5
01874.flac|+0.5|0
01875.flac|Init|Init
01876.flac|-2|+1
01877.flac|Ignore|-2
01878.flac|0|0
01879.flac|-1|Init
01880.flac|Ignore|-0.5
01881.flac|0|0
01882.flac|+2|-2
01883.flac|0|-1
01884.flac|-0.5|0
01885.flac|-0.5|0
01886.flac|0|+2
01887.flac|+0.5|-1
01888.flac|Init|-2
01889.flac|+1|-1
01890.flac|-0.5|+0.5
01891.flac|-0.5|Init
01892.flac|+2|-0.5
01893.flac|-2|+0.5
01894.flac|+1|+2
01895.flac|Init|-0.5
01896.flac|-0.5|+1
01897.flac|+0.5|0
01898.flac|Init|+1
01899.flac|-0.5|-0.5
01900.flac|+0.5|+2
01901.flac|+2|Init
01902.flac|+2|0
01903.flac|+1|+0.5
01904.flac|0|Ignore
01905.flac|-0.5|Init
01906.flac|-0.5|-0.5
01907.flac|+0.5|+0.5
01908.flac|-2|Init
01909.flac|Init|-0.5
01910.flac|Ignore|-0.5
01911.flac|Ignore|+0.5
01912.flac|-0.5|+1
01913.flac|+0.5|Ignore
01914.flac|Init|+2
01915.flac|+1|+1
01916.flac|-2|-0.5
01917.flac|-2|-1
01918.flac|Init|-0.5
01919.flac|+1|-1
01920.flac|Init|-2
01921.flac|-0.5|Init
01922.flac|-1|-0.5
01923.flac|+2|+0.5
01924.flac|+0.5|-2
01925.flac|Init|-1
01926.flac|+2|0
01927.flac|-1|-0.5
01928.flac|-2|Ignore
01929.flac|+2|-0.5
01930.flac|-2|+1
01931.flac|Init|0
01932.flac|Init|-1
01933.flac|Init|Init
01934.flac|-2|Init
01935.flac|Init|-1
01936.flac|0|+1
01937.flac|0|Init
01938.flac|-2|-2
01939.flac|+1|Init
01940.flac|+2|-1
01941.flac|Init|-2
01942.flac|+1|-1
01943.flac|0|-0.5
01944.flac|-1|-1
01945.flac|-1|-2
01946.flac|-0.5|-0.5
01947.flac|0|Ignore
01948.flac|+1|+0.5
01949.flac|-0.5|+1
01950.flac|Ignore|+2
01951.flac|0|+0.5
01952.flac|-1|Ignore
01953.flac|0|+0.5
01954.flac|-1|+0.5
01955.flac|+2|-1
01956.flac|+2|+1
01957.flac|Init|+1
01958.flac|+1|Init
01959.flac|0|Init
01960.flac|0|+1
01961.flac|0|Ignore
01962.flac|+2|0
01963.flac|-0.5|-2
01964.flac|+0.5|+2
01965.flac|Init|+2
01966.flac|+2|-0.5
01967.flac|-0.5|+1
01968.flac|Init|-0.5
01969.flac|-2|+1
01970.flac|+1|Ignore
01971.flac|-0.5|-0.5
01972.flac|Ignore|-0.5
01973.flac|-2|+2
01974.flac|+0.5|+2
01975.flac|-1|+1
01976.flac|+1|-0.5
01977.flac|-1|+2
01978.flac|+2|-0.5
01979.flac|-1|Init
01980.flac|-2|+2
01981.flac|0|+2
01982.flac|+2|-2
01983.flac|0|+0.5
01984.flac|Init|+2
01985.flac|-0.5|+2
01986.flac|Init|+1
01987.flac|+0.5|-0.5
01988.flac|Init|+1
01989.flac|Ignore|+0.5
01990.flac|-1|Ignore
01991.flac|-0.5|-2
01992.flac|-1|+1
01993.flac|Ignore|+2
01994.flac|+0.5|Ignore
01995.flac|+2|-0.5
01996.flac|0|0
01997.flac|+0.5|-0.5
01998.flac|0|0
01999.flac|+2|Init
02000.flac|Init|-2
02001.flac|Init|-2
02002.flac|-0.5|+2
02003.flac|-0.5|+2
02004.flac|0|-0.5
02005.flac|+1|+0.5
02006.flac|Init|+0.5
02007.flac|+0.5|0
02008.flac|-0.5|+2
02009.flac|-0.5|-2
02010.flac|Ignore|-2
02011.flac|-2|Ignore
02012.flac|+2|Ignore
02013.flac|+2|-0.5
02014.flac|0|0
02015.flac|-2|Ignore
02016.flac|+0.5|+0.5
02017.flac|-1|Ignore
02018.flac|-1|0
02019.flac|-1|+1
02020.flac|Ignore|Init
02021.flac|+2|-2
02022.flac|-0.5|Ignore
02023.flac|+1|-1
02024.flac|+2|+2
02025.flac|-2|Init
02026.flac|Init|0
02027.flac|+2|-2
02028.flac|Ignore|+2
02029.flac|-1|-2
02030.flac|0|Init
02031.flac|-0.5|+1
02032.flac|Init|-0.5
02033.flac|-1|+2
02034.flac|+1|+1
02035.flac|+2|+2
02036.flac|+2|+0.5
02037.flac|-0.5|-2
02038.flac|-1|Init
02039.flac|-0.5|0
02040.flac|+1|-0.5
02041.flac|+1|+0.5
02042.flac|Init|-0.5
02043.flac|Init|Ignore
02044.flac|Init|-1
02045.flac|Init|-0.5
02046.flac|+2|-0.5
02047.flac|+2|+1
02048.flac|+0.5|-0.5
02049.flac|0|Init
02050.flac|+1|-2
02051.flac|+0.5|0
02052.flac|+2|Init
02053.flac|-1|Ignore
02054.flac|+1|-1
02055.flac|+2|Ignore
02056.flac|Init|Init
02057.flac|-0.5|Ignore
02058.flac|-0.5|-0.5
02059.flac|Ignore|-1
02060.flac|+0.5|+0.5
02061.flac|-0.5|+1
02062.flac|0|+1
02063.flac|-0.5|Ignore
02064.flac|-2|-0.5
02065.flac|Init|-1
02066.flac|0|-2
02067.flac|0|-2
02068.flac|+2|+1
02069.flac|-2|+0.5
02070.flac|0|+2
02071.flac|-1|+2
02072.flac|0|Init
02073.flac|-2|+0.5
02074.flac|-1|+1
02075.flac|Ignore|+1
02076.flac|-0.5|-0.5
02077.flac|Ignore|Init
02078.flac|+2|-1
02079.flac|0|-0.5
02080.flac|+2|Init
02081.flac|Ignore|+1
02082.flac|Init|Init
02083.flac|Init|Ignore
02084.flac|+2|Init
02085.flac|-2|+1
02086.flac|-0.5|0
02087.flac|0|Ignore
02088.flac|+2|Ignore
02089.flac|+1|Ignore
02090.flac|-0.5|+2
02091.flac|+1|+2
02092.flac|Ignore|+0.5
02093.flac|+0.5|0
02094.flac|0|Ignore
02095.flac|0|Init
02096.flac|+2|+0.5
02097.flac|-1|Init
02098.flac|-2|-1
02099.flac|+2|+1
02100.flac|Ignore|-0.5
02101.flac|0|+2
02102.flac|+0.5|0
02103.flac|-0.5|Init
02104.flac|+0.5|+1
02105.flac|-2|-1
02106.flac|0|Ignore
02107.flac|+2|0
02108.flac|-2|-0.5
02109.flac|Init|+2
02110.flac|-2|-1
02111.flac|-2|+0.5
02112.flac|-2|-1
02113.flac|-1|-0.5
02114.flac|0|-0.5
02115.flac|+2|-2
02116.flac|Init|Ignore
02117.flac|-0.5|Ignore
02118.flac|+1|-1
02119.flac|+2|+2
02120.flac|-2|0
02121.flac|Init|-0.5
02122.flac|+1|+1
02123.flac|-2|+1
02124.flac|-0.5|+2
02125.flac|+1|+1
02126.flac|-2|+2
02127.flac|-0.5|-2
02128.flac|Init|+0.5
02129.flac|-1|+0.5
