filename|duration|filepath
01173.flac|6.016|datasets/ViSEC/flacs/01173.flac
01174.flac|1.03|datasets/ViSEC/flacs/01174.flac
01175.flac|1.664|datasets/ViSEC/flacs/01175.flac
01176.flac|1.167|datasets/ViSEC/flacs/01176.flac
01177.flac|2.044|datasets/ViSEC/flacs/01177.flac
01178.flac|1.28|datasets/ViSEC/flacs/01178.flac
01179.flac|2.38|datasets/ViSEC/flacs/01179.flac
01180.flac|1.744|datasets/ViSEC/flacs/01180.flac
01181.flac|1.593|datasets/ViSEC/flacs/01181.flac
01182.flac|1.23|datasets/ViSEC/flacs/01182.flac
01183.flac|1.074|datasets/ViSEC/flacs/01183.flac
01184.flac|1.408|datasets/ViSEC/flacs/01184.flac
01185.flac|1.77|datasets/ViSEC/flacs/01185.flac
01186.flac|2.199|datasets/ViSEC/flacs/01186.flac
01187.flac|1.6|datasets/ViSEC/flacs/01187.flac
01188.flac|2.08|datasets/ViSEC/flacs/01188.flac
01189.flac|2.08|datasets/ViSEC/flacs/01189.flac
01190.flac|1.216|datasets/ViSEC/flacs/01190.flac
01191.flac|1.792|datasets/ViSEC/flacs/01191.flac
01192.flac|1.408|datasets/ViSEC/flacs/01192.flac
01193.flac|3.584|datasets/ViSEC/flacs/01193.flac
01194.flac|1.967|datasets/ViSEC/flacs/01194.flac
01195.flac|2.112|datasets/ViSEC/flacs/01195.flac
01196.flac|1.6|datasets/ViSEC/flacs/01196.flac
01197.flac|1.34|datasets/ViSEC/flacs/01197.flac
01198.flac|1.6|datasets/ViSEC/flacs/01198.flac
01199.flac|4.964|datasets/ViSEC/flacs/01199.flac
01200.flac|1.06|datasets/ViSEC/flacs/01200.flac
01201.flac|1.408|datasets/ViSEC/flacs/01201.flac
01202.flac|1.344|datasets/ViSEC/flacs/01202.flac
01203.flac|1.353|datasets/ViSEC/flacs/01203.flac
01204.flac|1.597|datasets/ViSEC/flacs/01204.flac
01205.flac|1.536|datasets/ViSEC/flacs/01205.flac
01206.flac|1.984|datasets/ViSEC/flacs/01206.flac
01207.flac|1.133|datasets/ViSEC/flacs/01207.flac
01208.flac|1.984|datasets/ViSEC/flacs/01208.flac
01209.flac|1.984|datasets/ViSEC/flacs/01209.flac
01210.flac|2.03|datasets/ViSEC/flacs/01210.flac
01211.flac|1.947|datasets/ViSEC/flacs/01211.flac
01212.flac|2.49|datasets/ViSEC/flacs/01212.flac
01213.flac|4.416|datasets/ViSEC/flacs/01213.flac
01214.flac|1.411|datasets/ViSEC/flacs/01214.flac
01215.flac|1.6|datasets/ViSEC/flacs/01215.flac
01216.flac|3.208|datasets/ViSEC/flacs/01216.flac
01217.flac|1.088|datasets/ViSEC/flacs/01217.flac
01218.flac|2.2|datasets/ViSEC/flacs/01218.flac
01219.flac|2.427|datasets/ViSEC/flacs/01219.flac
01220.flac|1.408|datasets/ViSEC/flacs/01220.flac
01221.flac|3.2|datasets/ViSEC/flacs/01221.flac
01222.flac|1.41|datasets/ViSEC/flacs/01222.flac
01223.flac|2.065|datasets/ViSEC/flacs/01223.flac
01224.flac|2.701|datasets/ViSEC/flacs/01224.flac
01225.flac|1.086|datasets/ViSEC/flacs/01225.flac
01226.flac|2.121|datasets/ViSEC/flacs/01226.flac
01227.flac|6.784|datasets/ViSEC/flacs/01227.flac
01228.flac|1.6|datasets/ViSEC/flacs/01228.flac
01229.flac|1.167|datasets/ViSEC/flacs/01229.flac
01230.flac|3.221|datasets/ViSEC/flacs/01230.flac
01231.flac|1.693|datasets/ViSEC/flacs/01231.flac
01232.flac|1.152|datasets/ViSEC/flacs/01232.flac
01233.flac|1.8|datasets/ViSEC/flacs/01233.flac
01234.flac|1.088|datasets/ViSEC/flacs/01234.flac
01235.flac|7.168|datasets/ViSEC/flacs/01235.flac
01236.flac|1.152|datasets/ViSEC/flacs/01236.flac
01237.flac|1.28|datasets/ViSEC/flacs/01237.flac
01238.flac|2.368|datasets/ViSEC/flacs/01238.flac
01239.flac|2.368|datasets/ViSEC/flacs/01239.flac
01240.flac|1.06|datasets/ViSEC/flacs/01240.flac
01241.flac|1.611|datasets/ViSEC/flacs/01241.flac
01242.flac|2.112|datasets/ViSEC/flacs/01242.flac
01243.flac|2.58|datasets/ViSEC/flacs/01243.flac
01244.flac|4.288|datasets/ViSEC/flacs/01244.flac
01245.flac|2.368|datasets/ViSEC/flacs/01245.flac
01246.flac|2.339|datasets/ViSEC/flacs/01246.flac
01247.flac|1.856|datasets/ViSEC/flacs/01247.flac
01248.flac|1.152|datasets/ViSEC/flacs/01248.flac
01249.flac|1.4|datasets/ViSEC/flacs/01249.flac
01250.flac|1.196|datasets/ViSEC/flacs/01250.flac
01251.flac|1.556|datasets/ViSEC/flacs/01251.flac
01252.flac|2.06|datasets/ViSEC/flacs/01252.flac
01253.flac|3.968|datasets/ViSEC/flacs/01253.flac
01254.flac|1.088|datasets/ViSEC/flacs/01254.flac
01255.flac|2.816|datasets/ViSEC/flacs/01255.flac
01256.flac|1.984|datasets/ViSEC/flacs/01256.flac
01257.flac|2.07|datasets/ViSEC/flacs/01257.flac
01258.flac|2.083|datasets/ViSEC/flacs/01258.flac
01259.flac|2.041|datasets/ViSEC/flacs/01259.flac
01260.flac|1.728|datasets/ViSEC/flacs/01260.flac
01261.flac|2.624|datasets/ViSEC/flacs/01261.flac
01262.flac|6.016|datasets/ViSEC/flacs/01262.flac
01263.flac|2.045|datasets/ViSEC/flacs/01263.flac
01264.flac|1.472|datasets/ViSEC/flacs/01264.flac
01265.flac|1.634|datasets/ViSEC/flacs/01265.flac
01266.flac|2.463|datasets/ViSEC/flacs/01266.flac
01267.flac|1.709|datasets/ViSEC/flacs/01267.flac
01268.flac|2.24|datasets/ViSEC/flacs/01268.flac
01269.flac|2.147|datasets/ViSEC/flacs/01269.flac
01270.flac|1.344|datasets/ViSEC/flacs/01270.flac
01271.flac|2.752|datasets/ViSEC/flacs/01271.flac
01272.flac|1.408|datasets/ViSEC/flacs/01272.flac
01273.flac|1.788|datasets/ViSEC/flacs/01273.flac
01274.flac|1.64|datasets/ViSEC/flacs/01274.flac
01275.flac|2.067|datasets/ViSEC/flacs/01275.flac
01276.flac|1.445|datasets/ViSEC/flacs/01276.flac
01277.flac|2.1|datasets/ViSEC/flacs/01277.flac
01278.flac|4.8|datasets/ViSEC/flacs/01278.flac
01279.flac|2.188|datasets/ViSEC/flacs/01279.flac
01280.flac|2.228|datasets/ViSEC/flacs/01280.flac
01281.flac|3.629|datasets/ViSEC/flacs/01281.flac
01282.flac|2.013|datasets/ViSEC/flacs/01282.flac
01283.flac|1.664|datasets/ViSEC/flacs/01283.flac
01284.flac|2.36|datasets/ViSEC/flacs/01284.flac
01285.flac|1.374|datasets/ViSEC/flacs/01285.flac
01286.flac|1.408|datasets/ViSEC/flacs/01286.flac
01287.flac|4.032|datasets/ViSEC/flacs/01287.flac
01288.flac|1.256|datasets/ViSEC/flacs/01288.flac
01289.flac|2.304|datasets/ViSEC/flacs/01289.flac
01290.flac|1.792|datasets/ViSEC/flacs/01290.flac
01291.flac|1.984|datasets/ViSEC/flacs/01291.flac
01292.flac|1.6|datasets/ViSEC/flacs/01292.flac
01293.flac|2.368|datasets/ViSEC/flacs/01293.flac
01294.flac|1.0|datasets/ViSEC/flacs/01294.flac
01295.flac|2.368|datasets/ViSEC/flacs/01295.flac
01296.flac|1.984|datasets/ViSEC/flacs/01296.flac
01297.flac|1.185|datasets/ViSEC/flacs/01297.flac
01298.flac|2.32|datasets/ViSEC/flacs/01298.flac
01299.flac|1.36|datasets/ViSEC/flacs/01299.flac
01300.flac|2.048|datasets/ViSEC/flacs/01300.flac
01301.flac|1.151|datasets/ViSEC/flacs/01301.flac
01302.flac|1.984|datasets/ViSEC/flacs/01302.flac
01303.flac|1.6|datasets/ViSEC/flacs/01303.flac
01304.flac|10.048|datasets/ViSEC/flacs/01304.flac
01305.flac|2.0|datasets/ViSEC/flacs/01305.flac
01306.flac|3.2|datasets/ViSEC/flacs/01306.flac
01307.flac|1.931|datasets/ViSEC/flacs/01307.flac
01308.flac|1.088|datasets/ViSEC/flacs/01308.flac
01309.flac|2.14|datasets/ViSEC/flacs/01309.flac
01310.flac|3.968|datasets/ViSEC/flacs/01310.flac
01311.flac|1.536|datasets/ViSEC/flacs/01311.flac
01312.flac|3.968|datasets/ViSEC/flacs/01312.flac
01313.flac|1.856|datasets/ViSEC/flacs/01313.flac
01314.flac|1.664|datasets/ViSEC/flacs/01314.flac
01315.flac|1.152|datasets/ViSEC/flacs/01315.flac
01316.flac|2.443|datasets/ViSEC/flacs/01316.flac
01317.flac|1.984|datasets/ViSEC/flacs/01317.flac
01318.flac|3.093|datasets/ViSEC/flacs/01318.flac
01319.flac|4.416|datasets/ViSEC/flacs/01319.flac
01320.flac|2.027|datasets/ViSEC/flacs/01320.flac
01321.flac|1.728|datasets/ViSEC/flacs/01321.flac
01322.flac|2.752|datasets/ViSEC/flacs/01322.flac
01323.flac|2.24|datasets/ViSEC/flacs/01323.flac
01324.flac|1.664|datasets/ViSEC/flacs/01324.flac
01325.flac|1.664|datasets/ViSEC/flacs/01325.flac
01326.flac|1.21|datasets/ViSEC/flacs/01326.flac
01327.flac|2.16|datasets/ViSEC/flacs/01327.flac
01328.flac|2.04|datasets/ViSEC/flacs/01328.flac
01329.flac|1.024|datasets/ViSEC/flacs/01329.flac
01330.flac|2.368|datasets/ViSEC/flacs/01330.flac
01331.flac|4.672|datasets/ViSEC/flacs/01331.flac
01332.flac|1.28|datasets/ViSEC/flacs/01332.flac
01333.flac|1.5|datasets/ViSEC/flacs/01333.flac
01334.flac|1.617|datasets/ViSEC/flacs/01334.flac
01335.flac|1.792|datasets/ViSEC/flacs/01335.flac
01336.flac|2.175|datasets/ViSEC/flacs/01336.flac
01337.flac|2.16|datasets/ViSEC/flacs/01337.flac
01338.flac|2.17|datasets/ViSEC/flacs/01338.flac
01339.flac|1.6|datasets/ViSEC/flacs/01339.flac
01340.flac|1.007|datasets/ViSEC/flacs/01340.flac
01341.flac|1.335|datasets/ViSEC/flacs/01341.flac
01342.flac|2.32|datasets/ViSEC/flacs/01342.flac
01343.flac|1.402|datasets/ViSEC/flacs/01343.flac
01344.flac|1.213|datasets/ViSEC/flacs/01344.flac
01345.flac|1.984|datasets/ViSEC/flacs/01345.flac
01346.flac|5.504|datasets/ViSEC/flacs/01346.flac
01347.flac|1.914|datasets/ViSEC/flacs/01347.flac
01348.flac|1.6|datasets/ViSEC/flacs/01348.flac
01349.flac|2.112|datasets/ViSEC/flacs/01349.flac
01350.flac|1.216|datasets/ViSEC/flacs/01350.flac
01351.flac|2.944|datasets/ViSEC/flacs/01351.flac
01352.flac|2.03|datasets/ViSEC/flacs/01352.flac
01353.flac|1.015|datasets/ViSEC/flacs/01353.flac
01354.flac|1.984|datasets/ViSEC/flacs/01354.flac
01355.flac|3.968|datasets/ViSEC/flacs/01355.flac
01356.flac|3.264|datasets/ViSEC/flacs/01356.flac
01357.flac|1.35|datasets/ViSEC/flacs/01357.flac
01358.flac|3.584|datasets/ViSEC/flacs/01358.flac
01359.flac|2.45|datasets/ViSEC/flacs/01359.flac
01360.flac|3.497|datasets/ViSEC/flacs/01360.flac
01361.flac|2.408|datasets/ViSEC/flacs/01361.flac
01362.flac|2.132|datasets/ViSEC/flacs/01362.flac
01363.flac|1.758|datasets/ViSEC/flacs/01363.flac
01364.flac|2.54|datasets/ViSEC/flacs/01364.flac
01365.flac|1.792|datasets/ViSEC/flacs/01365.flac
01366.flac|3.264|datasets/ViSEC/flacs/01366.flac
01367.flac|11.008|datasets/ViSEC/flacs/01367.flac
01368.flac|2.372|datasets/ViSEC/flacs/01368.flac
01369.flac|1.492|datasets/ViSEC/flacs/01369.flac
01370.flac|1.216|datasets/ViSEC/flacs/01370.flac
01371.flac|1.504|datasets/ViSEC/flacs/01371.flac
01372.flac|3.2|datasets/ViSEC/flacs/01372.flac
01373.flac|1.74|datasets/ViSEC/flacs/01373.flac
01374.flac|3.456|datasets/ViSEC/flacs/01374.flac
01375.flac|1.467|datasets/ViSEC/flacs/01375.flac
01376.flac|1.472|datasets/ViSEC/flacs/01376.flac
01377.flac|1.024|datasets/ViSEC/flacs/01377.flac
01378.flac|1.472|datasets/ViSEC/flacs/01378.flac
01379.flac|2.094|datasets/ViSEC/flacs/01379.flac
01380.flac|1.344|datasets/ViSEC/flacs/01380.flac
01381.flac|1.078|datasets/ViSEC/flacs/01381.flac
01382.flac|1.728|datasets/ViSEC/flacs/01382.flac
01383.flac|2.304|datasets/ViSEC/flacs/01383.flac
01384.flac|1.088|datasets/ViSEC/flacs/01384.flac
01385.flac|2.658|datasets/ViSEC/flacs/01385.flac
01386.flac|1.066|datasets/ViSEC/flacs/01386.flac
01387.flac|1.939|datasets/ViSEC/flacs/01387.flac
01388.flac|1.483|datasets/ViSEC/flacs/01388.flac
01389.flac|1.92|datasets/ViSEC/flacs/01389.flac
01390.flac|1.027|datasets/ViSEC/flacs/01390.flac
01391.flac|1.484|datasets/ViSEC/flacs/01391.flac
01392.flac|1.216|datasets/ViSEC/flacs/01392.flac
01393.flac|1.536|datasets/ViSEC/flacs/01393.flac
01394.flac|1.088|datasets/ViSEC/flacs/01394.flac
01395.flac|3.969|datasets/ViSEC/flacs/01395.flac
01396.flac|2.368|datasets/ViSEC/flacs/01396.flac
01397.flac|3.524|datasets/ViSEC/flacs/01397.flac
01398.flac|1.984|datasets/ViSEC/flacs/01398.flac
01399.flac|3.264|datasets/ViSEC/flacs/01399.flac
01400.flac|1.152|datasets/ViSEC/flacs/01400.flac
01401.flac|1.627|datasets/ViSEC/flacs/01401.flac
01402.flac|1.562|datasets/ViSEC/flacs/01402.flac
01403.flac|2.24|datasets/ViSEC/flacs/01403.flac
01404.flac|1.589|datasets/ViSEC/flacs/01404.flac
01405.flac|3.968|datasets/ViSEC/flacs/01405.flac
01406.flac|2.16|datasets/ViSEC/flacs/01406.flac
01407.flac|1.216|datasets/ViSEC/flacs/01407.flac
01408.flac|2.02|datasets/ViSEC/flacs/01408.flac
01409.flac|2.176|datasets/ViSEC/flacs/01409.flac
01410.flac|1.856|datasets/ViSEC/flacs/01410.flac
01411.flac|1.344|datasets/ViSEC/flacs/01411.flac
01412.flac|1.728|datasets/ViSEC/flacs/01412.flac
01413.flac|2.018|datasets/ViSEC/flacs/01413.flac
01414.flac|1.04|datasets/ViSEC/flacs/01414.flac
01415.flac|1.633|datasets/ViSEC/flacs/01415.flac
01416.flac|1.693|datasets/ViSEC/flacs/01416.flac
01417.flac|1.472|datasets/ViSEC/flacs/01417.flac
01418.flac|1.231|datasets/ViSEC/flacs/01418.flac
01419.flac|2.9|datasets/ViSEC/flacs/01419.flac
01420.flac|3.641|datasets/ViSEC/flacs/01420.flac
01421.flac|1.183|datasets/ViSEC/flacs/01421.flac
01422.flac|1.344|datasets/ViSEC/flacs/01422.flac
01423.flac|1.984|datasets/ViSEC/flacs/01423.flac
01424.flac|1.122|datasets/ViSEC/flacs/01424.flac
01425.flac|3.584|datasets/ViSEC/flacs/01425.flac
01426.flac|2.496|datasets/ViSEC/flacs/01426.flac
01427.flac|1.216|datasets/ViSEC/flacs/01427.flac
01428.flac|2.24|datasets/ViSEC/flacs/01428.flac
01429.flac|2.944|datasets/ViSEC/flacs/01429.flac
01430.flac|1.221|datasets/ViSEC/flacs/01430.flac
01431.flac|1.152|datasets/ViSEC/flacs/01431.flac
01432.flac|1.0|datasets/ViSEC/flacs/01432.flac
01433.flac|1.53|datasets/ViSEC/flacs/01433.flac
01434.flac|1.984|datasets/ViSEC/flacs/01434.flac
01435.flac|1.6|datasets/ViSEC/flacs/01435.flac
01436.flac|1.374|datasets/ViSEC/flacs/01436.flac
01437.flac|2.5|datasets/ViSEC/flacs/01437.flac
01438.flac|1.472|datasets/ViSEC/flacs/01438.flac
01439.flac|1.683|datasets/ViSEC/flacs/01439.flac
01440.flac|1.408|datasets/ViSEC/flacs/01440.flac
01441.flac|1.79|datasets/ViSEC/flacs/01441.flac
01442.flac|3.584|datasets/ViSEC/flacs/01442.flac
01443.flac|2.688|datasets/ViSEC/flacs/01443.flac
01444.flac|4.416|datasets/ViSEC/flacs/01444.flac
01445.flac|1.167|datasets/ViSEC/flacs/01445.flac
01446.flac|1.28|datasets/ViSEC/flacs/01446.flac
01447.flac|1.522|datasets/ViSEC/flacs/01447.flac
01448.flac|1.472|datasets/ViSEC/flacs/01448.flac
01449.flac|1.024|datasets/ViSEC/flacs/01449.flac
01450.flac|1.446|datasets/ViSEC/flacs/01450.flac
01451.flac|1.26|datasets/ViSEC/flacs/01451.flac
01452.flac|1.664|datasets/ViSEC/flacs/01452.flac
01453.flac|1.669|datasets/ViSEC/flacs/01453.flac
01454.flac|1.51|datasets/ViSEC/flacs/01454.flac
01455.flac|3.713|datasets/ViSEC/flacs/01455.flac
01456.flac|1.64|datasets/ViSEC/flacs/01456.flac
01457.flac|1.408|datasets/ViSEC/flacs/01457.flac
01458.flac|2.24|datasets/ViSEC/flacs/01458.flac
01459.flac|3.2|datasets/ViSEC/flacs/01459.flac
01460.flac|1.792|datasets/ViSEC/flacs/01460.flac
01461.flac|3.776|datasets/ViSEC/flacs/01461.flac
01462.flac|1.2|datasets/ViSEC/flacs/01462.flac
01463.flac|1.344|datasets/ViSEC/flacs/01463.flac
01464.flac|2.816|datasets/ViSEC/flacs/01464.flac
01465.flac|1.28|datasets/ViSEC/flacs/01465.flac
01466.flac|1.013|datasets/ViSEC/flacs/01466.flac
01467.flac|1.007|datasets/ViSEC/flacs/01467.flac
01468.flac|3.456|datasets/ViSEC/flacs/01468.flac
01469.flac|2.56|datasets/ViSEC/flacs/01469.flac
01470.flac|2.56|datasets/ViSEC/flacs/01470.flac
01471.flac|1.84|datasets/ViSEC/flacs/01471.flac
01472.flac|1.181|datasets/ViSEC/flacs/01472.flac
01473.flac|2.153|datasets/ViSEC/flacs/01473.flac
01474.flac|1.664|datasets/ViSEC/flacs/01474.flac
01475.flac|1.45|datasets/ViSEC/flacs/01475.flac
01476.flac|1.65|datasets/ViSEC/flacs/01476.flac
01477.flac|2.344|datasets/ViSEC/flacs/01477.flac
01478.flac|2.368|datasets/ViSEC/flacs/01478.flac
01479.flac|1.33|datasets/ViSEC/flacs/01479.flac
01480.flac|1.199|datasets/ViSEC/flacs/01480.flac
01481.flac|1.728|datasets/ViSEC/flacs/01481.flac
01482.flac|2.157|datasets/ViSEC/flacs/01482.flac
01483.flac|3.135|datasets/ViSEC/flacs/01483.flac
01484.flac|1.62|datasets/ViSEC/flacs/01484.flac
01485.flac|1.088|datasets/ViSEC/flacs/01485.flac
01486.flac|3.136|datasets/ViSEC/flacs/01486.flac
01487.flac|2.816|datasets/ViSEC/flacs/01487.flac
01488.flac|1.408|datasets/ViSEC/flacs/01488.flac
01489.flac|3.2|datasets/ViSEC/flacs/01489.flac
01490.flac|1.227|datasets/ViSEC/flacs/01490.flac
01491.flac|2.146|datasets/ViSEC/flacs/01491.flac
01492.flac|2.19|datasets/ViSEC/flacs/01492.flac
01493.flac|1.024|datasets/ViSEC/flacs/01493.flac
01494.flac|3.008|datasets/ViSEC/flacs/01494.flac
01495.flac|4.416|datasets/ViSEC/flacs/01495.flac
01496.flac|1.792|datasets/ViSEC/flacs/01496.flac
01497.flac|3.968|datasets/ViSEC/flacs/01497.flac
01498.flac|1.216|datasets/ViSEC/flacs/01498.flac
01499.flac|1.214|datasets/ViSEC/flacs/01499.flac
01500.flac|1.94|datasets/ViSEC/flacs/01500.flac
01501.flac|1.326|datasets/ViSEC/flacs/01501.flac
01502.flac|2.313|datasets/ViSEC/flacs/01502.flac
01503.flac|1.6|datasets/ViSEC/flacs/01503.flac
01504.flac|2.88|datasets/ViSEC/flacs/01504.flac
01505.flac|2.816|datasets/ViSEC/flacs/01505.flac
01506.flac|1.28|datasets/ViSEC/flacs/01506.flac
01507.flac|2.816|datasets/ViSEC/flacs/01507.flac
01508.flac|1.536|datasets/ViSEC/flacs/01508.flac
01509.flac|1.536|datasets/ViSEC/flacs/01509.flac
01510.flac|1.005|datasets/ViSEC/flacs/01510.flac
01511.flac|1.51|datasets/ViSEC/flacs/01511.flac
01512.flac|1.792|datasets/ViSEC/flacs/01512.flac
01513.flac|2.704|datasets/ViSEC/flacs/01513.flac
01514.flac|1.071|datasets/ViSEC/flacs/01514.flac
01515.flac|1.472|datasets/ViSEC/flacs/01515.flac
01516.flac|1.433|datasets/ViSEC/flacs/01516.flac
01517.flac|1.735|datasets/ViSEC/flacs/01517.flac
01518.flac|1.98|datasets/ViSEC/flacs/01518.flac
01519.flac|1.38|datasets/ViSEC/flacs/01519.flac
01520.flac|1.645|datasets/ViSEC/flacs/01520.flac
01521.flac|1.344|datasets/ViSEC/flacs/01521.flac
01522.flac|2.368|datasets/ViSEC/flacs/01522.flac
01523.flac|2.143|datasets/ViSEC/flacs/01523.flac
01524.flac|1.216|datasets/ViSEC/flacs/01524.flac
01525.flac|3.136|datasets/ViSEC/flacs/01525.flac
01526.flac|2.122|datasets/ViSEC/flacs/01526.flac
01527.flac|1.6|datasets/ViSEC/flacs/01527.flac
01528.flac|2.048|datasets/ViSEC/flacs/01528.flac
01529.flac|8.384|datasets/ViSEC/flacs/01529.flac
01530.flac|2.816|datasets/ViSEC/flacs/01530.flac
01531.flac|2.744|datasets/ViSEC/flacs/01531.flac
01532.flac|1.152|datasets/ViSEC/flacs/01532.flac
01533.flac|1.867|datasets/ViSEC/flacs/01533.flac
01534.flac|4.416|datasets/ViSEC/flacs/01534.flac
01535.flac|1.427|datasets/ViSEC/flacs/01535.flac
01536.flac|2.304|datasets/ViSEC/flacs/01536.flac
01537.flac|1.6|datasets/ViSEC/flacs/01537.flac
01538.flac|1.28|datasets/ViSEC/flacs/01538.flac
01539.flac|1.6|datasets/ViSEC/flacs/01539.flac
01540.flac|1.48|datasets/ViSEC/flacs/01540.flac
01541.flac|1.536|datasets/ViSEC/flacs/01541.flac
01542.flac|4.416|datasets/ViSEC/flacs/01542.flac
01543.flac|1.856|datasets/ViSEC/flacs/01543.flac
01544.flac|4.664|datasets/ViSEC/flacs/01544.flac
01545.flac|1.856|datasets/ViSEC/flacs/01545.flac
01546.flac|4.271|datasets/ViSEC/flacs/01546.flac
01547.flac|2.368|datasets/ViSEC/flacs/01547.flac
01548.flac|2.944|datasets/ViSEC/flacs/01548.flac
01549.flac|2.16|datasets/ViSEC/flacs/01549.flac
01550.flac|1.57|datasets/ViSEC/flacs/01550.flac
01551.flac|1.28|datasets/ViSEC/flacs/01551.flac
01552.flac|1.088|datasets/ViSEC/flacs/01552.flac
01553.flac|1.553|datasets/ViSEC/flacs/01553.flac
01554.flac|2.135|datasets/ViSEC/flacs/01554.flac
01555.flac|3.712|datasets/ViSEC/flacs/01555.flac
01556.flac|2.624|datasets/ViSEC/flacs/01556.flac
01557.flac|1.408|datasets/ViSEC/flacs/01557.flac
01558.flac|1.472|datasets/ViSEC/flacs/01558.flac
01559.flac|1.152|datasets/ViSEC/flacs/01559.flac
01560.flac|1.214|datasets/ViSEC/flacs/01560.flac
01561.flac|1.453|datasets/ViSEC/flacs/01561.flac
01562.flac|1.152|datasets/ViSEC/flacs/01562.flac
01563.flac|2.368|datasets/ViSEC/flacs/01563.flac
01564.flac|2.368|datasets/ViSEC/flacs/01564.flac
01565.flac|1.856|datasets/ViSEC/flacs/01565.flac
01566.flac|4.224|datasets/ViSEC/flacs/01566.flac
01567.flac|1.319|datasets/ViSEC/flacs/01567.flac
01568.flac|1.1|datasets/ViSEC/flacs/01568.flac
01569.flac|1.601|datasets/ViSEC/flacs/01569.flac
01570.flac|1.536|datasets/ViSEC/flacs/01570.flac
01571.flac|2.087|datasets/ViSEC/flacs/01571.flac
01572.flac|1.152|datasets/ViSEC/flacs/01572.flac
01573.flac|1.915|datasets/ViSEC/flacs/01573.flac
01574.flac|2.176|datasets/ViSEC/flacs/01574.flac
01575.flac|4.416|datasets/ViSEC/flacs/01575.flac
01576.flac|2.701|datasets/ViSEC/flacs/01576.flac
01577.flac|2.147|datasets/ViSEC/flacs/01577.flac
01578.flac|1.664|datasets/ViSEC/flacs/01578.flac
01579.flac|1.536|datasets/ViSEC/flacs/01579.flac
01580.flac|1.088|datasets/ViSEC/flacs/01580.flac
01581.flac|2.753|datasets/ViSEC/flacs/01581.flac
01582.flac|1.99|datasets/ViSEC/flacs/01582.flac
01583.flac|2.176|datasets/ViSEC/flacs/01583.flac
01584.flac|5.568|datasets/ViSEC/flacs/01584.flac
01585.flac|2.17|datasets/ViSEC/flacs/01585.flac
01586.flac|1.728|datasets/ViSEC/flacs/01586.flac
01587.flac|2.177|datasets/ViSEC/flacs/01587.flac
01588.flac|3.118|datasets/ViSEC/flacs/01588.flac
01589.flac|1.174|datasets/ViSEC/flacs/01589.flac
01590.flac|1.6|datasets/ViSEC/flacs/01590.flac
01591.flac|1.152|datasets/ViSEC/flacs/01591.flac
01592.flac|4.296|datasets/ViSEC/flacs/01592.flac
01593.flac|4.8|datasets/ViSEC/flacs/01593.flac
01594.flac|1.029|datasets/ViSEC/flacs/01594.flac
01595.flac|1.856|datasets/ViSEC/flacs/01595.flac
01596.flac|2.368|datasets/ViSEC/flacs/01596.flac
01597.flac|1.567|datasets/ViSEC/flacs/01597.flac
01598.flac|1.316|datasets/ViSEC/flacs/01598.flac
01599.flac|2.304|datasets/ViSEC/flacs/01599.flac
01600.flac|1.682|datasets/ViSEC/flacs/01600.flac
01601.flac|2.496|datasets/ViSEC/flacs/01601.flac
01602.flac|1.539|datasets/ViSEC/flacs/01602.flac
01603.flac|1.395|datasets/ViSEC/flacs/01603.flac
01604.flac|2.816|datasets/ViSEC/flacs/01604.flac
01605.flac|1.234|datasets/ViSEC/flacs/01605.flac
01606.flac|2.05|datasets/ViSEC/flacs/01606.flac
01607.flac|1.716|datasets/ViSEC/flacs/01607.flac
01608.flac|2.029|datasets/ViSEC/flacs/01608.flac
01609.flac|1.141|datasets/ViSEC/flacs/01609.flac
01610.flac|1.152|datasets/ViSEC/flacs/01610.flac
01611.flac|2.197|datasets/ViSEC/flacs/01611.flac
01612.flac|2.017|datasets/ViSEC/flacs/01612.flac
01613.flac|1.92|datasets/ViSEC/flacs/01613.flac
01614.flac|2.051|datasets/ViSEC/flacs/01614.flac
01615.flac|3.264|datasets/ViSEC/flacs/01615.flac
01616.flac|1.664|datasets/ViSEC/flacs/01616.flac
01617.flac|1.472|datasets/ViSEC/flacs/01617.flac
01618.flac|2.816|datasets/ViSEC/flacs/01618.flac
01619.flac|2.368|datasets/ViSEC/flacs/01619.flac
01620.flac|1.984|datasets/ViSEC/flacs/01620.flac
01621.flac|1.72|datasets/ViSEC/flacs/01621.flac
01622.flac|2.399|datasets/ViSEC/flacs/01622.flac
01623.flac|1.536|datasets/ViSEC/flacs/01623.flac
01624.flac|1.152|datasets/ViSEC/flacs/01624.flac
01625.flac|2.496|datasets/ViSEC/flacs/01625.flac
01626.flac|1.833|datasets/ViSEC/flacs/01626.flac
01627.flac|2.944|datasets/ViSEC/flacs/01627.flac
01628.flac|4.032|datasets/ViSEC/flacs/01628.flac
01629.flac|1.792|datasets/ViSEC/flacs/01629.flac
01630.flac|1.152|datasets/ViSEC/flacs/01630.flac
01631.flac|5.184|datasets/ViSEC/flacs/01631.flac
01632.flac|5.184|datasets/ViSEC/flacs/01632.flac
01633.flac|1.792|datasets/ViSEC/flacs/01633.flac
01634.flac|1.02|datasets/ViSEC/flacs/01634.flac
01635.flac|1.408|datasets/ViSEC/flacs/01635.flac
01636.flac|2.153|datasets/ViSEC/flacs/01636.flac
01637.flac|1.536|datasets/ViSEC/flacs/01637.flac
01638.flac|2.195|datasets/ViSEC/flacs/01638.flac
